Year,Month,Day,Diff_11Year,Sunspot_lag1,Sunspot_lag132,Sunspot_lag12,Diff_1Year,Month_sin,Month_cos,Year_sin,Year_cos,RollMean_11year,RollStd_11year,Gerçek_Sunspot,Tahmin_Sunspot,Hata
2001,12,31,16.30000000000001,176.6,197.1,143.3,36.80000000000001,-2.4492935982947064e-16,1.0,-0.5406408174555929,0.8412535328311842,99.26060606060604,70.28383432603006,213.4,201.85269509248343,11.547304907516576
1888,5,31,-8.2,8.5,19.9,33.4,3.1999999999999997,0.4999999999999999,-0.8660254037844387,-0.7557495743542573,-0.6548607339452862,58.36590909090909,44.14512989062737,11.7,12.092017656550341,-0.39201765655034215
1912,1,31,-13.5,3.7,13.9,5.6,-3.3000000000000003,0.4999999999999999,0.8660254037844387,-0.9096319953545224,0.4154150130018775,56.33409090909091,43.29564410427307,0.4,1.531612363171224,-1.1316123631712238
1900,8,31,-27.2,13.9,34.3,4.9,-6.800000000000001,-0.8660254037844385,-0.5000000000000004,-0.989821441880932,-0.1423148382732907,69.4280303030303,49.80845802418659,7.1,6.7120868166272825,0.3879131833727172
1783,2,28,-103.7,46.7,168.2,62.5,17.799999999999997,0.8660254037844386,0.5000000000000001,0.5406408174555969,0.8412535328311816,109.09166666666668,80.60136100385836,64.5,64.1680659154168,0.33193408458319595
1969,1,31,-138.89999999999998,155.5,286.7,172.5,-7.699999999999989,0.4999999999999999,0.8660254037844387,2.4517695208410603e-15,1.0,108.1560606060606,80.71984938740967,147.8,143.52761149756392,4.272388502436087
1929,8,31,-60.0,117.1,169.6,139.6,-7.5,-0.8660254037844385,-0.5000000000000004,0.7557495743542569,-0.6548607339452867,73.71818181818182,47.174169439618446,109.6,110.45411858727451,-0.8541185872745132
1952,7,31,-55.3,52.0,111.4,87.2,4.100000000000001,-0.4999999999999997,-0.8660254037844388,0.2817325568414388,-0.9594929736144948,107.175,74.63759809652461,56.1,59.40898201694215,-3.3089820169421458
1865,3,31,45.7,74.6,29.3,125.9,0.4000000000000057,1.0,6.123233995736766e-17,-0.2817325568414324,-0.9594929736144966,92.45227272727271,61.20225818553622,75.0,74.81678589601437,0.18321410398563387
1846,4,30,13.099999999999994,106.5,102.4,95.0,9.0,0.8660254037844387,-0.4999999999999998,-0.9096319953545188,0.4154150130018852,106.95606060606062,76.494701964499,115.5,113.4596855311168,2.040314468883196
1899,9,30,-0.5999999999999996,4.9,14.6,58.1,9.1,-1.0,-1.8369701987210294e-16,-0.7557495743542524,-0.6548607339452918,68.91893939393938,50.39970030895949,14.0,12.251876459662707,1.7481235403372928
1970,7,31,-52.6,151.3,211.9,137.1,8.0,-0.4999999999999997,-0.8660254037844388,0.5406408174556023,0.8412535328311781,94.72424242424243,60.79178972439457,159.3,157.36628658943988,1.9337134105601308
1832,12,31,-52.0,23.8,97.8,48.3,22.0,-2.4492935982947064e-16,1.0,-0.2817325568414263,-0.9594929736144984,106.4939393939394,78.02151176993773,45.8,46.106568226983924,-0.30656822698392716
1943,3,31,26.9,48.1,18.8,90.4,-2.3999999999999986,1.0,6.123233995736766e-17,-0.7557495743542518,-0.6548607339452925,91.33030303030304,68.7112366105333,45.7,48.66445657400867,-2.964456574008665
1863,12,31,-49.80000000000001,71.6,127.9,77.6,6.5,-2.4492935982947064e-16,1.0,0.7557495743542606,-0.6548607339452823,90.90530303030305,61.38098434237416,78.1,78.1894576368155,-0.08945763681551
1957,2,28,40.69999999999999,233.7,143.8,175.6,-49.19999999999999,0.8660254037844386,0.5000000000000001,-0.540640817455604,0.8412535328311771,119.33181818181818,81.8262927547251,184.5,187.8979004833057,-3.3979004833057047
1992,11,30,-56.400000000000006,133.4,186.0,159.5,-3.8000000000000114,-0.5000000000000004,0.8660254037844384,0.5406408174556019,0.8412535328311784,113.77954545454546,77.3121053877496,129.6,129.30342157739332,0.29657842260667167
1979,2,28,36.19999999999999,235.9,158.5,132.6,-41.20000000000002,0.8660254037844386,0.5000000000000001,-0.5406408174555924,0.8412535328311844,87.5280303030303,55.31169045901788,194.7,190.73057995976313,3.969420040236855
1773,9,30,-65.4,21.2,114.2,84.2,27.6,-1.0,-1.8369701987210294e-16,0.9096319953545184,0.4154150130018865,94.04621212121212,60.130361442634246,48.8,47.18450804283305,1.6154919571669453
1848,3,31,-43.10000000000002,186.4,224.3,143.0,-5.200000000000017,1.0,6.123233995736766e-17,-9.064862236236767e-15,1.0,101.29469696969696,71.38289541565787,181.2,178.25568652715748,2.9443134728425093
1852,11,30,70.19999999999999,127.9,32.9,96.8,-24.80000000000001,-0.5000000000000004,0.8660254037844384,0.7557495743542605,-0.6548607339452825,105.22651515151514,69.74261826910654,103.1,107.34339307043493,-4.243393070434934
1948,4,30,86.30000000000001,134.3,182.2,212.1,134.2,0.8660254037844387,-0.4999999999999998,0.5406408174556028,0.8412535328311779,111.35227272727272,73.1421803367497,268.5,241.62783329714566,26.872166702854344
1944,11,30,16.9,28.1,1.0,17.0,-10.200000000000005,-0.5000000000000004,0.8660254037844384,-0.9898214418809318,-0.1423148382732917,91.91666666666669,68.07384760490162,17.9,17.02674725880709,0.873252741192907
1978,5,31,-5.400000000000006,141.2,122.5,27.0,-24.099999999999994,0.4999999999999999,-0.8660254037844387,-0.9096319953545232,0.4154150130018761,86.17575757575759,52.8153085042473,117.1,117.13523331748925,-0.03523331748925784
1960,3,31,-78.4,149.9,223.0,263.0,-5.300000000000011,1.0,6.123233995736766e-17,0.9096319953545192,0.4154150130018846,134.32045454545454,98.38424340010025,144.6,139.8917290767637,4.7082709232362845
1988,7,31,100.8,124.3,30.6,38.2,7.1000000000000085,-0.4999999999999997,-0.8660254037844388,-0.9898214418809316,-0.1423148382732927,111.69090909090907,80.31210821466982,131.4,128.9657301999706,2.434269800029398
1853,11,30,-12.799999999999995,80.5,67.5,103.1,-25.8,-0.5000000000000004,0.8660254037844384,0.2817325568414366,-0.9594929736144954,108.34772727272728,67.57478578718991,54.7,54.57861210128828,0.12138789871172406
1856,6,30,-85.2,12.4,95.0,8.4,-2.6,1.2246467991473532e-16,-1.0,-0.989821441880932,-0.1423148382732898,107.39242424242424,68.47207222652332,9.8,9.189943121752082,0.610056878247919
1956,6,30,104.9,193.4,60.2,45.2,-28.30000000000001,1.2246467991473532e-16,-1.0,-0.9096319953545228,0.4154150130018765,110.00378787878788,76.88034562093469,165.1,172.0823969426909,-6.982396942690912
1987,12,31,6.800000000000001,48.8,22.3,5.8,-19.7,-2.4492935982947064e-16,1.0,-0.7557495743542512,-0.6548607339452933,108.32575757575758,82.15430800541874,29.1,29.49882902082302,-0.39882902082301896
1839,5,31,-135.1,102.9,224.7,229.4,-13.300000000000011,0.4999999999999999,-0.8660254037844387,0.9096319953545172,0.4154150130018886,133.66287878787878,88.21071701459793,89.6,87.0807130789625,2.519286921037491
1950,12,31,6.5,77.7,70.2,166.6,-1.0,-2.4492935982947064e-16,1.0,0.989821441880933,-0.1423148382732835,110.29621212121212,73.4087910010067,76.7,74.35299794769925,2.347002052300752
1854,9,30,35.7,30.1,6.9,63.7,12.5,-1.0,-1.8369701987210294e-16,-0.2817325568414326,-0.9594929736144964,109.9628787878788,65.59338591366352,42.6,41.06887365296049,1.5311263470395104
1950,5,31,-46.80000000000001,160.6,197.3,150.4,-10.099999999999994,0.4999999999999999,-0.8660254037844387,0.989821441880933,-0.1423148382732835,112.90075757575758,74.12529880604755,150.5,150.11104854656745,0.3889514534325542
1923,7,31,-1.5,15.3,7.4,18.3,-9.4,-0.4999999999999997,-0.8660254037844388,-0.9096319953545196,0.4154150130018837,67.67499999999998,58.23226772002605,5.9,6.037190902572236,-0.13719090257223598
1842,12,31,-19.0,67.5,48.3,64.8,-38.2,-2.4492935982947064e-16,1.0,0.2817325568414364,-0.9594929736144954,103.07500000000002,79.43576153045724,29.3,28.22087964211991,1.0791203578800896
1788,9,30,41.30000000000001,226.7,193.7,262.2,8.300000000000011,-1.0,-1.8369701987210294e-16,-0.2817325568414289,-0.9594929736144976,133.04924242424244,88.21579067611727,235.0,233.14592146800163,1.8540785319983684
1919,12,31,-86.9,69.9,144.9,98.5,-11.900000000000006,-2.4492935982947064e-16,1.0,0.2817325568414312,-0.9594929736144968,67.45681818181819,58.97766583768247,58.0,59.636552399108965,-1.6365523991089646
1948,11,30,11.699999999999989,192.9,123.9,181.3,-57.30000000000001,-0.5000000000000004,0.8660254037844384,0.5406408174556028,0.8412535328311779,111.78863636363636,73.59404809958184,135.6,145.92770422586815,-10.32770422586816
1854,8,31,10.5,35.5,19.6,95.8,-5.399999999999999,-0.8660254037844385,-0.5000000000000004,-0.2817325568414326,-0.9594929736144964,109.69242424242424,65.94590846241455,30.1,29.20925826972356,0.8907417302764422
1924,3,31,-0.7999999999999998,8.5,3.8,5.5,-5.5,1.0,6.123233995736766e-17,-0.5406408174556093,0.8412535328311735,67.85606060606061,58.06812300697815,3.0,2.93007188047443,0.06992811952556988
2010,4,30,-93.1,24.0,103.5,0.6,-13.6,0.8660254037844387,-0.4999999999999998,-0.9898214418809296,-0.1423148382733072,80.27348484848486,70.1018069480485,10.4,10.739228655089738,-0.33922865508973743
1999,5,31,75.39999999999999,93.6,74.2,74.0,56.0,0.4999999999999999,-0.8660254037844387,-0.9898214418809326,-0.1423148382732859,104.42424242424242,76.11273290395468,149.6,136.67147434222602,12.928525657773974
2005,5,31,32.099999999999994,38.7,29.8,72.8,23.2,0.4999999999999999,-0.8660254037844387,0.989821441880934,-0.1423148382732752,91.42575757575756,63.43139784244191,61.9,59.72340276564383,2.1765972343561657
1999,6,30,82.89999999999999,149.6,124.3,90.5,57.6,1.2246467991473532e-16,-1.0,-0.9898214418809326,-0.1423148382732859,105.05227272727272,76.61832386607799,207.2,206.6884210868491,0.5115789131508848
1948,3,31,-5.399999999999977,122.0,139.7,183.8,12.300000000000011,1.0,6.123233995736766e-17,0.5406408174556028,0.8412535328311779,110.69848484848484,72.10512679875062,134.3,138.2784059894565,-3.9784059894564905
1980,1,31,78.29999999999998,249.6,147.8,235.9,-23.5,0.4999999999999999,0.8660254037844387,9.312267518612591e-15,1.0,93.7219696969697,65.6256551425172,226.1,219.01416414870943,7.085835851290568
1787,12,31,223.3,235.8,66.7,187.8,54.19999999999999,-2.4492935982947064e-16,1.0,0.2817325568414301,-0.9594929736144971,126.68030303030302,85.49031679410439,290.0,284.290681751179,5.709318248820978
1831,6,30,-133.9,63.4,189.5,200.0,-7.799999999999997,1.2246467991473532e-16,-1.0,0.2817325568414293,-0.9594929736144976,120.9409090909091,77.36671370820233,55.6,54.983847975103465,0.616152024896536
1873,3,31,41.6,178.4,122.4,147.5,-14.400000000000006,1.0,6.123233995736766e-17,0.9898214418809336,-0.1423148382732781,107.35530303030303,70.24052386647794,164.0,162.3311688832139,1.6688311167860945
1988,11,30,115.20000000000002,156.5,41.6,48.8,0.3000000000000113,-0.5000000000000004,0.8660254037844384,-0.9898214418809316,-0.1423148382732927,114.61742424242424,79.84125709994548,156.8,149.29857592264517,7.501424077354841
1971,7,31,-57.7,70.7,172.4,159.3,44.0,-0.4999999999999997,-0.8660254037844388,0.909631995354516,0.4154150130018912,88.45757575757577,54.11536887314621,114.7,111.91297638988466,2.787023610115341
1922,5,31,-1.5999999999999996,18.3,15.0,37.0,-4.9,0.4999999999999999,-0.8660254037844387,-0.989821441880932,-0.1423148382732912,67.42424242424242,58.48272025242995,13.4,12.54696735974704,0.8530326402529607
1938,4,30,12.599999999999994,144.2,155.8,182.2,24.200000000000017,0.8660254037844387,-0.4999999999999998,0.9096319953545194,0.4154150130018841,80.2909090909091,62.67099899632826,168.4,171.56722139120413,-3.167221391204123
2018,11,30,3.4000000000000004,4.9,1.5,5.7,0.0,-0.5000000000000004,0.8660254037844384,0.2817325568414265,-0.9594929736144984,49.64696969696969,41.14964209057322,4.9,3.3668509605501975,1.5331490394498029
1994,9,30,-29.40000000000001,34.3,69.9,31.2,6.200000000000003,-1.0,-1.8369701987210294e-16,0.9898214418809352,-0.1423148382732684,101.4469696969697,77.03437662230341,40.5,38.647736199528936,1.8522638004710643
1992,9,30,-151.3,91.9,245.3,168.9,2.0999999999999943,-1.0,-1.8369701987210294e-16,0.5406408174556019,0.8412535328311784,114.83409090909092,78.04539081465063,94.0,94.01949398297593,-0.019493982975930635
1888,4,30,-6.0,13.1,14.5,11.6,-4.6,0.8660254037844387,-0.4999999999999998,-0.7557495743542573,-0.6548607339452862,58.42803030303031,44.08468830167171,8.5,9.079123972753068,-0.5791239727530684
1777,2,28,40.8,75.0,20.0,19.3,-14.200000000000005,0.8660254037844386,0.5000000000000001,-0.2817325568414291,-0.9594929736144976,86.67727272727272,64.73401313550197,60.8,61.099061981392296,-0.299061981392299
1974,5,31,-4.800000000000004,57.5,61.1,60.3,-1.2000000000000028,0.4999999999999999,-0.8660254037844387,0.2817325568414392,-0.9594929736144946,88.42727272727272,52.47199775337715,56.3,56.523959414044526,-0.22395941404452913
1919,6,30,137.4,146.9,47.9,99.0,38.400000000000006,1.2246467991473532e-16,-1.0,0.2817325568414312,-0.9594929736144968,68.03257575757577,59.55267537617314,185.3,191.1328171568057,-5.832817156805675
1877,9,30,3.900000000000002,10.5,24.2,16.6,17.6,-1.0,-1.8369701987210294e-16,-0.7557495743542528,-0.6548607339452914,94.68484848484847,77.34783780400052,28.1,26.498317068120553,1.6016829318794485
1996,2,29,-13.0,13.3,20.7,45.8,-5.6000000000000005,0.8660254037844386,0.5000000000000001,0.2817325568414397,-0.9594929736144944,97.82272727272728,79.06351161465766,7.7,8.162507387558753,-0.46250738755875265
1831,8,31,-95.1,75.4,186.7,171.7,16.19999999999999,-0.8660254037844385,-0.5000000000000004,0.2817325568414293,-0.9594929736144976,118.98636363636363,76.5899100172269,91.6,92.97834775666142,-1.3783477566614266
1846,5,31,27.30000000000001,115.5,72.6,79.7,-15.599999999999994,0.4999999999999999,-0.8660254037844387,-0.9096319953545188,0.4154150130018852,107.16287878787878,76.43798904176222,99.9,95.84965211471713,4.050347885282875
1948,1,31,-67.30000000000001,164.9,220.9,163.7,-11.300000000000011,0.4999999999999999,0.8660254037844387,0.5406408174556028,0.8412535328311779,111.4371212121212,72.67331209519745,153.6,153.63375415132506,-0.03375415132506987
1877,10,31,-2.700000000000001,28.1,13.9,23.9,-16.900000000000002,-0.8660254037844386,0.5000000000000001,-0.7557495743542528,-0.6548607339452914,94.66439393939396,77.36971825387064,11.2,10.189404454165043,1.0105955458349563
1870,5,31,130.70000000000002,266.9,162.9,173.4,26.700000000000045,0.4999999999999999,-0.8660254037844387,4.656133759306296e-15,1.0,101.91136363636365,63.28870556079838,293.6,283.4164922781588,10.183507721841238
1936,6,30,37.60000000000001,90.9,79.1,76.2,25.8,1.2246467991473532e-16,-1.0,-1.8129724472473532e-14,1.0,69.51818181818182,48.012094243175206,116.7,117.78039345042137,-1.0803934504213686
1853,10,31,17.0,63.7,63.5,127.9,16.799999999999997,-0.8660254037844386,0.5000000000000001,0.2817325568414366,-0.9594929736144954,108.44469696969698,67.50636307514034,80.5,81.36961709251806,-0.8696170925180553
1998,4,30,24.599999999999994,82.0,46.0,23.0,-11.400000000000006,0.8660254037844387,-0.4999999999999998,-0.7557495743542556,-0.6548607339452881,99.70909090909092,77.63260357670974,70.6,69.00552360404136,1.5944763959586368
1906,2,28,-73.4,75.8,125.7,143.0,-23.5,0.8660254037844386,0.5000000000000001,0.9898214418809328,-0.1423148382732844,50.624242424242425,38.00063101366808,52.3,50.69479035029487,1.6052096497051238
1848,11,30,12.599999999999994,220.6,178.4,231.5,-29.599999999999994,-0.5000000000000004,0.8660254037844384,-9.064862236236767e-15,1.0,100.35757575757576,69.6083472238675,191.0,193.64472207886095,-2.6447220788609513
1917,12,31,122.0,160.7,93.5,88.3,54.80000000000001,-2.4492935982947064e-16,1.0,0.989821441880934,-0.1423148382732772,62.42121212121212,55.54942374056503,215.5,218.709403869232,-3.2094038692320055
1997,12,31,49.7,50.4,5.8,14.0,5.100000000000001,-2.4492935982947064e-16,1.0,-0.2817325568414228,-0.9594929736144994,98.41590909090908,78.61643363889361,55.5,54.255390267062786,1.2446097329372137
1835,8,31,65.2,99.6,33.3,6.6,-1.0999999999999943,-0.8660254037844385,-0.5000000000000004,-0.9096319953545188,0.4154150130018855,94.73787878787878,83.86820679790793,98.5,97.85117115863329,0.6488288413667078
1846,7,31,-22.099999999999994,108.4,99.6,51.0,-30.90000000000001,-0.4999999999999997,-0.8660254037844388,-0.9096319953545188,0.4154150130018852,107.39848484848486,76.34389449520133,77.5,81.32735508513494,-3.82735508513494
1873,5,31,-22.099999999999994,127.1,102.1,179.5,-47.1,0.4999999999999999,-0.8660254037844387,0.9898214418809336,-0.1423148382732781,107.52424242424242,70.26762811202904,80.0,80.90709795448572,-0.907097954485721
1977,5,31,-37.2,19.0,64.2,18.2,8.0,0.4999999999999999,-0.8660254037844387,-0.9898214418809308,-0.1423148382732995,88.39848484848486,52.65247431148821,27.0,27.53396259458927,-0.5339625945892692
1910,1,31,-14.1,90.2,58.1,94.6,-46.2,0.4999999999999999,0.8660254037844387,-0.7557495743542569,-0.6548607339452867,57.00984848484848,42.4470354476902,44.0,39.58031063147613,4.419689368523869
1972,10,31,33.2,90.7,53.7,73.4,-3.799999999999997,-0.8660254037844386,0.5000000000000001,0.989821441880933,-0.142314838273283,87.98257575757576,52.76475155873765,86.9,86.55698851744775,0.34301148255225655
1862,3,31,-60.8,122.4,143.5,192.0,-39.7,1.0,6.123233995736766e-17,0.9898214418809336,-0.1423148382732784,93.52651515151516,61.95157535145089,82.7,84.53437551838732,-1.8343755183873185
1852,10,31,80.5,71.2,47.4,118.7,56.7,-0.8660254037844386,0.5000000000000001,0.7557495743542605,-0.6548607339452825,104.69469696969696,70.02603475981124,127.9,124.64288228910078,3.257117710899223
1911,4,30,10.0,13.0,17.6,14.1,14.6,0.8660254037844387,-0.4999999999999998,-0.9898214418809308,-0.142314838273298,57.13939393939394,42.46439147263654,27.6,26.246685220229843,1.3533147797701588
1848,5,31,-15.599999999999994,178.6,186.1,125.7,-8.099999999999994,0.4999999999999999,-0.8660254037844387,-9.064862236236767e-15,1.0,100.78484848484848,70.67880739288613,170.5,167.64463743464478,2.8553625653552217
1971,3,31,-58.69999999999999,111.8,144.6,145.7,-25.89999999999999,1.0,6.123233995736766e-17,0.909631995354516,0.4154150130018912,90.74469696969696,55.736222155908976,85.9,87.10330923815738,-1.2033092381573738
1891,2,28,-8.5,22.5,45.4,1.1,14.4,0.8660254037844386,0.5000000000000001,-0.5406408174555908,0.8412535328311855,57.95606060606061,44.42099472264167,36.9,34.654173388362004,2.2458266116379946
2001,6,30,49.6,142.1,153.3,188.0,60.80000000000001,1.2246467991473532e-16,-1.0,-0.5406408174555929,0.8412535328311842,99.87272727272727,70.86813482068823,202.9,199.36118957463583,3.5388104253641757
1876,12,31,-33.1,16.6,46.7,16.5,-3.0000000000000018,-2.4492935982947064e-16,1.0,-0.2817325568414321,-0.9594929736144968,95.63560606060604,76.63364829352007,13.6,11.789008019989444,1.8109919800105558
2001,5,31,-33.099999999999994,161.7,175.2,165.9,-19.599999999999994,0.4999999999999999,-0.8660254037844387,-0.5406408174555929,0.8412535328311842,99.4969696969697,70.447941842407,142.1,143.19874066039375,-1.0987406603937586
1957,12,31,136.1,298.6,202.9,272.0,40.39999999999998,-2.4492935982947064e-16,1.0,-0.540640817455604,0.8412535328311771,128.27424242424243,92.54303197214418,339.0,302.33118299508726,36.66881700491274
2013,11,30,-37.29999999999998,114.4,151.2,87.6,-0.5,-0.5000000000000004,0.8660254037844384,-1.2738802633678828e-14,1.0,50.290909090909096,39.68274463879737,113.9,110.76216688048045,3.1378331195195557
1971,6,30,-85.3,81.5,156.0,151.3,-10.799999999999995,1.2246467991473532e-16,-1.0,0.909631995354516,0.4154150130018912,88.89469696969697,54.56017241918605,70.7,72.30441814483548,-1.6044181448354777
1854,10,31,15.2,42.6,8.9,80.5,-18.5,-0.8660254037844386,0.5000000000000001,-0.2817325568414326,-0.9594929736144964,110.07803030303032,65.42774502450357,24.1,24.311183164547067,-0.21118316454706587
1903,2,28,-57.6,13.9,86.0,6.4,14.499999999999998,0.8660254037844386,0.5000000000000001,3.921345679817883e-15,1.0,65.5401515151515,51.914393509045006,28.4,28.31637517171344,0.0836248282865597
1783,10,31,-70.9,30.0,84.2,38.7,-16.7,-0.8660254037844386,0.5000000000000001,0.5406408174555969,0.8412535328311816,105.1560606060606,81.96875056909732,13.3,12.427249392268841,0.8727506077311595
1912,5,31,6.9,7.6,0.5,27.6,-0.1999999999999993,0.4999999999999999,-0.8660254037844387,-0.9096319953545224,0.4154150130018775,56.28560606060606,43.32890742580346,7.4,6.612781241121756,0.787218758878244
1944,8,31,27.5,8.5,0.4,32.3,19.4,-0.8660254037844385,-0.5000000000000004,-0.9898214418809318,-0.1423148382732917,91.49848484848484,68.55161535042366,27.9,30.44145146339431,-2.54145146339431
1856,9,30,-42.6,11.3,51.0,0.7,-2.9000000000000004,-1.0,-1.8369701987210294e-16,-0.989821441880932,-0.1423148382732898,106.22575757575756,69.66222718495493,8.4,9.086458291990228,-0.6864582919902276
1897,7,31,-4.299999999999997,18.9,50.4,75.2,27.200000000000003,-0.4999999999999997,-0.8660254037844388,0.2817325568414308,-0.959492973614497,65.35303030303031,52.70798632852733,46.1,46.151265652352386,-0.05126565235238445
2019,12,31,-5.1,0.5,6.6,3.1,1.0,-2.4492935982947064e-16,1.0,-0.2817325568414087,-0.9594929736145036,49.47424242424242,41.32625659498469,1.5,1.795853649101283,-0.2958536491012831
2014,9,30,14.599999999999994,106.9,115.4,54.5,23.099999999999994,-1.0,-1.8369701987210294e-16,0.5406408174555896,0.8412535328311863,50.60530303030303,39.9178264992791,130.0,130.31160213294086,-0.3116021329408625
1891,6,30,23.500000000000007,68.5,56.9,2.2,11.900000000000006,1.2246467991473532e-16,-1.0,-0.5406408174555908,0.8412535328311855,58.25757575757576,44.51969650934608,80.4,80.50550874883102,-0.10550874883101358
2014,12,31,30.0,103.6,82.9,124.2,9.300000000000011,-2.4492935982947064e-16,1.0,0.5406408174555896,0.8412535328311863,50.96363636363636,40.31511048280531,112.9,109.1035226569147,3.7964773430853
1932,4,30,-35.3,18.8,54.0,52.0,-0.1000000000000014,0.8660254037844387,-0.4999999999999998,-0.7557495743542566,-0.654860733945287,65.69848484848485,46.773686059690085,18.7,19.45238272895942,-0.7523827289594216
1784,12,31,-44.900000000000006,28.3,68.2,17.5,-5.0,-2.4492935982947064e-16,1.0,0.909631995354518,0.4154150130018875,99.72045454545454,85.31574202900512,23.3,24.654741468060237,-1.3547414680602365
1864,4,30,-13.400000000000006,125.9,81.5,77.1,-57.80000000000001,0.8660254037844387,-0.4999999999999998,0.28173255684143,-0.9594929736144971,91.24318181818182,61.48383787280814,68.1,69.21939078332676,-1.1193907833267644
2012,4,30,-79.9,86.6,165.8,76.1,-0.6999999999999886,0.8660254037844387,-0.4999999999999998,-0.5406408174555871,0.8412535328311879,62.381818181818176,58.901201815369895,85.9,82.4152694433395,3.4847305566605087
1927,12,31,-13.0,112.1,88.3,132.4,-36.8,-2.4492935982947064e-16,1.0,0.9096319953545224,0.4154150130018774,79.67575757575759,56.22528582939592,75.3,75.9659071256559,-0.6659071256559059
1977,1,31,-16.499999999999996,22.3,40.3,11.9,1.5,0.4999999999999999,0.8660254037844387,-0.9898214418809308,-0.1423148382732995,89.25151515151515,51.85501585615934,23.8,21.131533226840208,2.6684667731597926
1919,5,31,90.3,86.3,56.6,127.9,60.60000000000001,0.4999999999999999,-0.8660254037844387,0.2817325568414312,-0.9594929736144968,66.99166666666666,58.681760488203686,146.9,141.16392798715634,5.736072012843664
2008,6,30,-15.6,4.6,20.8,21.3,0.6000000000000005,1.2246467991473532e-16,-1.0,-0.2817325568414293,-0.9594929736144976,91.1659090909091,63.929384742217,5.2,4.31559875856292,0.8844012414370805
1855,12,31,-12.099999999999998,7.9,17.9,53.5,-2.1000000000000005,-2.4492935982947064e-16,1.0,-0.7557495743542577,-0.6548607339452857,109.55530303030304,66.22644281092256,5.8,6.834205175191189,-1.0342051751911896
1962,3,31,-14.399999999999991,71.7,79.3,75.2,-6.799999999999997,1.0,6.123233995736766e-17,0.755749574354262,-0.6548607339452807,128.2037878787879,99.06917654481474,64.9,64.64936485560128,0.25063514439872847
1775,6,30,-53.3,6.5,73.8,85.5,14.0,1.2246467991473532e-16,-1.0,0.7557495743542594,-0.6548607339452839,87.94924242424243,63.22175137363676,20.5,19.408960901683447,1.0910390983165534
1776,12,31,43.400000000000006,58.3,23.3,13.2,8.400000000000006,-2.4492935982947064e-16,1.0,0.2817325568414299,-0.9594929736144974,85.96439393939393,65.19198556626907,66.7,66.52300677702993,0.1769932229700686
1851,8,31,12.599999999999994,68.6,96.4,117.0,40.400000000000006,-0.8660254037844385,-0.5000000000000004,0.9898214418809328,-0.1423148382732857,100.96363636363635,70.77145052615985,109.0,111.44459294441573,-2.4445929444157315
2009,12,31,-81.0,6.9,97.3,6.6,9.4,-2.4492935982947064e-16,1.0,-0.7557495743542415,-0.6548607339453044,82.73030303030303,69.40040911003558,16.3,14.433851465266395,1.8661485347336058
1950,11,30,-36.0,87.0,113.7,203.2,-9.299999999999995,-0.5000000000000004,0.8660254037844384,0.989821441880933,-0.1423148382732835,110.2469696969697,73.43367515817064,77.7,76.62405689679198,1.0759431032080187
1775,5,31,-50.8,18.7,57.3,73.0,-12.2,0.4999999999999999,-0.8660254037844387,0.7557495743542594,-0.6548607339452839,88.35303030303031,62.95733129085325,6.5,7.374531732396159,-0.874531732396159
1878,3,31,-4.299999999999999,11.0,17.4,19.9,2.1,1.0,6.123233995736766e-17,-0.989821441880932,-0.1423148382732903,94.59621212121212,77.4322559425438,13.1,12.382071189093551,0.7179288109064483
1960,1,31,38.6,177.1,168.6,307.7,30.099999999999994,0.4999999999999999,0.8660254037844387,0.9096319953545192,0.4154150130018846,135.73333333333332,99.25516401022789,207.2,199.65001626391776,7.5499837360822255
1975,8,31,42.900000000000006,40.4,13.8,47.9,16.300000000000004,-0.8660254037844385,-0.5000000000000004,-0.2817325568414232,-0.9594929736144991,89.52272727272727,51.49786120350785,56.7,53.64961898476612,3.0503810152338815
1896,2,29,-24.0,48.4,119.7,112.0,47.3,0.8660254037844386,0.5000000000000001,0.7557495743542612,-0.6548607339452818,67.2409090909091,53.250224462194566,95.7,94.12984299283674,1.5701570071632602
1781,9,30,-125.5,110.0,210.5,156.2,-25.0,-1.0,-1.8369701987210294e-16,-0.5406408174555977,0.8412535328311811,120.0090909090909,81.43867027377802,85.0,84.70434721785445,0.29565278214555235
1863,8,31,2.299999999999997,62.0,89.0,118.7,29.3,-0.8660254037844385,-0.5000000000000004,0.7557495743542606,-0.6548607339452823,91.56666666666666,61.31083944196893,91.3,91.42633763317892,-0.12633763317892033
1880,1,31,-58.6,12.2,98.7,0.9,27.9,0.4999999999999999,0.8660254037844387,-0.5406408174556085,0.8412535328311741,90.15151515151516,80.54487676605702,40.1,38.17374440675941,1.9262555932405903
1868,4,30,51.1,44.0,10.0,9.7,17.1,0.8660254037844387,-0.4999999999999998,-0.9096319953545192,0.4154150130018848,95.52424242424244,58.14880243489587,61.1,60.994960730343315,0.10503926965668597
2019,11,30,-3.7,0.4,4.2,4.9,0.0999999999999999,-0.5000000000000004,0.8660254037844384,-0.2817325568414087,-0.9594929736145036,49.51287878787878,41.283424404724585,0.5,1.1949257679513856,-0.6949257679513856
1951,5,31,63.1,131.7,90.6,150.5,22.0,0.4999999999999999,-0.8660254037844387,0.7557495743542573,-0.6548607339452862,110.45303030303032,73.53799603590097,153.7,155.59052800251996,-1.8905280025199716
